Date,Date New,Fault_Block,Fault_Block Filter,Reservoir Name,Well Name,Year,geo_latitude,geo_longitude,geo_Well Name,Number of Records,Oil Cumulative kbbl ,Oil Cut,Oil Rate bbl/d ,Water Cumulative kbbl ,Water Cut,Water Rate bbl/d 
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,141,2007,2.861898524,13.12684935,141,1,290,0.73,199,37.04,0.27,75
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,155,2007,8.09623301,12.37991797,155,1,625,0.73,228,43.82,0.27,83
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,137,2007,2.665997401,15.83591978,137,1,409,0.74,187,53.6,0.26,66
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,152,2007,3.72054219,6.649151677,152,1,823,0.75,224,97.7,0.25,76
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,166,2007,7.39037714,4.430023962,166,1,335,0.79,338,44.18,0.21,88
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,163,2007,6.605454929,1.460228122,163,1,440,0.84,345,13.62,0.16,64
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,156,2007,3.922893486,0.085088135,156,1,114,0.88,129,11.8,0.12,18
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,160,2007,1.87284572,2.078825675,160,1,130,0.93,146,48.08,0.07,10
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,146,2007,6.843186616,2.887297919,146,1,219,,0,17.72,,0
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,191,2007,8.082599094,1.249972046,191,1,10,,0,1.36,,0
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,133,2007,8.473116935,14.57107902,133,1,466,0.06,87,2297.94,0.94,1307
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,164,2007,2.491962524,10.67577086,164,1,95,0.16,23,108.08,0.84,119
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,136,2007,4.465327077,11.67240273,136,1,167,0.19,181,832.79,0.81,767
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,140,2007,1.810800768,16.09464571,140,1,451,0.21,249,560.89,0.79,917
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,142,2007,0.376953335,11.45341376,142,1,315,0.23,355,512.94,0.77,1175
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,145,2007,1.547723346,3.562619361,145,1,823,0.28,344,463.51,0.72,900
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,157,2007,5.072162471,0.203254704,157,1,332,0.28,314,365.49,0.72,813
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,153,2007,4.110594565,14.64614136,153,1,128,0.29,119,123.62,0.71,298
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,138,2007,2.754508413,3.460543172,138,1,976,0.3,802,1463.44,0.7,1860
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,154,2007,6.582392064,4.664545602,154,1,241,0.37,134,120.27,0.63,224
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,135,2007,4.163883224,16.58303796,135,1,714,0.39,97,69.8,0.61,151
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,135,2007,6.867340025,15.73664975,135,1,714,0.39,97,69.8,0.61,151
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,143,2007,0.797717833,6.872397433,143,1,599,0.39,595,316.19,0.61,922
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,144,2007,0.589117468,12.92911383,144,1,280,0.39,112,344.28,0.61,172
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,132,2007,5.652808519,14.06283989,132,1,275,0.42,564,490.05,0.58,789
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,139,2007,1.976880497,3.187719616,139,1,176,0.51,952,219.73,0.49,913
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,167,2007,6.634660405,0.239501518,167,1,622,0.53,331,207.09,0.47,296
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,134,2007,0.076191077,14.26331231,134,1,549,0.57,279,204.15,0.43,210
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,141,2007,2.861898524,13.12684935,141,1,295,0.69,156,39.18,0.31,69
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,155,2007,8.09623301,12.37991797,155,1,631,0.69,199,46.63,0.31,91
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,137,2007,2.665997401,15.83591978,137,1,414,0.71,163,55.7,0.29,68
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,152,2007,3.72054219,6.649151677,152,1,844,0.77,650,103.59,0.23,190
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,163,2007,6.605454929,1.460228122,163,1,448,0.8,258,15.63,0.2,65
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,166,2007,7.39037714,4.430023962,166,1,346,0.83,359,46.39,0.17,71
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,156,2007,3.922893486,0.085088135,156,1,118,0.91,129,12.2,0.09,13
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,160,2007,1.87284572,2.078825675,160,1,134,0.92,114,48.39,0.08,10
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,146,2007,6.843186616,2.887297919,146,1,219,,0,17.72,,0
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,191,2007,8.082599094,1.249972046,191,1,10,,0,1.36,,0
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,133,2007,8.473116935,14.57107902,133,1,470,0.13,128,2323.43,0.87,849
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,164,2007,2.491962524,10.67577086,164,1,95,0.17,25,111.69,0.83,120
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,139,2007,1.976880497,3.187719616,139,1,183,0.2,258,250.81,0.8,1036
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,145,2007,1.547723346,3.562619361,145,1,830,0.2,239,492.85,0.8,978
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,136,2007,4.465327077,11.67240273,136,1,173,0.21,198,855.1,0.79,744
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,140,2007,1.810800768,16.09464571,140,1,457,0.24,201,580.46,0.76,652
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,138,2007,2.754508413,3.460543172,138,1,994,0.27,587,1511.13,0.73,1590
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,157,2007,5.072162471,0.203254704,157,1,341,0.27,298,389.81,0.73,811
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,153,2007,4.110594565,14.64614136,153,1,131,0.31,123,131.98,0.69,278
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,132,2007,5.652808519,14.06283989,132,1,289,0.37,491,515.1,0.63,835
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,143,2007,0.797717833,6.872397433,143,1,615,0.38,535,342.7,0.62,884
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,144,2007,0.589117468,12.92911383,144,1,284,0.38,114,349.77,0.62,183
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,154,2007,6.582392064,4.664545602,154,1,245,0.38,137,126.92,0.62,222
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,135,2007,4.163883224,16.58303796,135,1,718,0.43,106,74.01,0.57,140
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,135,2007,6.867340025,15.73664975,135,1,718,0.43,106,74.01,0.57,140
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,142,2007,0.376953335,11.45341376,142,1,328,0.43,425,530.15,0.57,574
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,167,2007,6.634660405,0.239501518,167,1,630,0.47,277,216.36,0.53,309
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,134,2007,0.076191077,14.26331231,134,1,557,0.58,296,210.65,0.42,217
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,155,2007,8.09623301,12.37991797,155,1,636,0.67,178,49.27,0.33,88
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,141,2007,2.861898524,13.12684935,141,1,299,0.68,135,41.05,0.32,62
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,152,2007,3.72054219,6.649151677,152,1,856,0.71,408,108.57,0.29,166
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,137,2007,2.665997401,15.83591978,137,1,419,0.78,170,57.12,0.22,47
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,156,2007,3.922893486,0.085088135,156,1,121,0.81,99,12.89,0.19,23
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,166,2007,7.39037714,4.430023962,166,1,357,0.81,351,48.92,0.19,84
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,163,2007,6.605454929,1.460228122,163,1,457,0.82,308,17.71,0.18,69
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,160,2007,1.87284572,2.078825675,160,1,137,0.86,97,48.85,0.14,15
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,146,2007,6.843186616,2.887297919,146,1,219,,0,17.72,,0
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,191,2007,8.082599094,1.249972046,191,1,10,,0,1.36,,0
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,133,2007,8.473116935,14.57107902,133,1,471,0.07,50,2344.27,0.93,672
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,164,2007,2.491962524,10.67577086,164,1,96,0.17,27,115.79,0.83,132
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,139,2007,1.976880497,3.187719616,139,1,189,0.2,190,275.03,0.8,781
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,142,2007,0.376953335,11.45341376,142,1,335,0.2,210,556.45,0.8,848
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,138,2007,2.754508413,3.460543172,138,1,1007,0.21,442,1562.45,0.79,1656
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,136,2007,4.465327077,11.67240273,136,1,179,0.22,196,876.83,0.78,701
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,140,2007,1.810800768,16.09464571,140,1,457,0.25,0,580.47,0.75,0
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,157,2007,5.072162471,0.203254704,157,1,350,0.26,290,415.87,0.74,841
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,145,2007,1.547723346,3.562619361,145,1,840,0.27,325,519.7,0.73,866
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,132,2007,5.652808519,14.06283989,132,1,303,0.35,441,540.69,0.65,825
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,153,2007,4.110594565,14.64614136,153,1,136,0.35,151,140.53,0.65,276
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,144,2007,0.589117468,12.92911383,144,1,287,0.36,124,356.75,0.64,225
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,154,2007,6.582392064,4.664545602,154,1,250,0.37,142,134.56,0.63,246
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,143,2007,0.797717833,6.872397433,143,1,632,0.4,537,367.65,0.6,805
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,135,2007,4.163883224,16.58303796,135,1,721,0.44,105,78.24,0.56,137
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,135,2007,6.867340025,15.73664975,135,1,721,0.44,105,78.24,0.56,137
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,167,2007,6.634660405,0.239501518,167,1,637,0.51,224,222.94,0.49,212
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,134,2007,0.076191077,14.26331231,134,1,567,0.54,302,218.69,0.46,259
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,141,2007,2.861898524,13.12684935,141,1,303,0.66,134,43.23,0.34,70
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,155,2007,8.09623301,12.37991797,155,1,642,0.67,194,52.26,0.33,97
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,152,2007,3.72054219,6.649151677,152,1,871,0.71,476,114.67,0.29,197
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,156,2007,3.922893486,0.085088135,156,1,124,0.71,76,13.85,0.29,31
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,160,2007,1.87284572,2.078825675,160,1,139,0.72,87,49.88,0.28,33
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,137,2007,2.665997401,15.83591978,137,1,423,0.73,140,58.74,0.27,52
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,166,2007,7.39037714,4.430023962,166,1,367,0.79,343,51.77,0.21,92
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Dip Type II,Dip Type II,Nor B,163,2007,6.605454929,1.460228122,163,1,467,0.8,308,20.12,0.2,78
1/31/2007 12:00:00 AM,1/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,281,0.13,83,431.06,0.87,535
2/28/2007 12:00:00 AM,2/28/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,284,0.15,86,444.52,0.85,481
3/31/2007 12:00:00 AM,3/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,286,0.15,88,459.97,0.85,499
4/30/2007 12:00:00 AM,4/30/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,289,0.15,94,475.47,0.85,517
5/31/2007 12:00:00 AM,5/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,294,0.19,144,494.3,0.81,607
6/30/2007 12:00:00 AM,6/30/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,298,0.24,143,507.68,0.76,446
7/31/2007 12:00:00 AM,7/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,307,0.53,291,515.56,0.47,254
8/31/2007 12:00:00 AM,8/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,317,0.57,327,523.09,0.43,243
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,328,0.62,370,529.82,0.38,224
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,341,0.66,413,536.39,0.34,212
11/30/2007 12:00:00 AM,11/30/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,352,0.61,377,543.62,0.39,241
12/31/2007 12:00:00 AM,12/31/2013 12:00:00 AM,Listric Type I,Listric Type I,Nor B,158,2007,3.488604233,4.173597232,158,1,363,0.69,346,548.48,0.31,157
1/31/2007 12:00:00 AM,1/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,286,0.43,800,138.25,0.57,1063
1/31/2007 12:00:00 AM,1/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,286,0.43,800,138.25,0.57,1063
1/31/2007 12:00:00 AM,1/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,235,0.44,423,397.25,0.56,540
1/31/2007 12:00:00 AM,1/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,386,0.72,324,48.49,0.28,124
1/31/2007 12:00:00 AM,1/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,949,0.8,683,123.03,0.2,175
2/28/2007 12:00:00 AM,2/28/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,248,0.46,491,413.15,0.54,568
2/28/2007 12:00:00 AM,2/28/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,315,0.56,1055,161.06,0.44,815
2/28/2007 12:00:00 AM,2/28/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,315,0.56,1055,161.06,0.44,815
2/28/2007 12:00:00 AM,2/28/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,395,0.71,336,52.41,0.29,140
2/28/2007 12:00:00 AM,2/28/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,965,0.77,571,127.84,0.23,172
3/31/2007 12:00:00 AM,3/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,264,0.46,496,431.2,0.54,582
3/31/2007 12:00:00 AM,3/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,349,0.56,1074,187.17,0.44,842
3/31/2007 12:00:00 AM,3/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,349,0.56,1074,187.17,0.44,842
3/31/2007 12:00:00 AM,3/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,406,0.69,341,57.12,0.31,152
3/31/2007 12:00:00 AM,3/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,979,0.77,462,132.13,0.23,138
4/30/2007 12:00:00 AM,4/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,378,0.67,970,201.22,0.33,468
4/30/2007 12:00:00 AM,4/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,378,0.67,970,201.22,0.33,468
4/30/2007 12:00:00 AM,4/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,417,0.74,360,60.95,0.26,128
4/30/2007 12:00:00 AM,4/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,280,0.76,557,436.6,0.24,180
4/30/2007 12:00:00 AM,4/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,992,0.76,429,136.09,0.24,132
5/31/2007 12:00:00 AM,5/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,390,0.31,383,227.55,0.69,849
5/31/2007 12:00:00 AM,5/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,390,0.31,383,227.55,0.69,849
5/31/2007 12:00:00 AM,5/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,1007,0.68,480,142.97,0.32,222
5/31/2007 12:00:00 AM,5/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,425,0.72,270,64.14,0.28,103
5/31/2007 12:00:00 AM,5/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,298,0.88,583,439.06,0.12,79
6/30/2007 12:00:00 AM,6/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,399,0.25,321,256.35,0.75,960
6/30/2007 12:00:00 AM,6/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,399,0.25,321,256.35,0.75,960
6/30/2007 12:00:00 AM,6/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,1023,0.62,520,152.59,0.38,321
6/30/2007 12:00:00 AM,6/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,431,0.71,203,66.62,0.29,83
6/30/2007 12:00:00 AM,6/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,306,0.88,244,440.07,0.12,34
7/31/2007 12:00:00 AM,7/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,431,,0,66.62,,0
7/31/2007 12:00:00 AM,7/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,306,,0,440.07,,0
7/31/2007 12:00:00 AM,7/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,406,0.15,206,291.27,0.85,1127
7/31/2007 12:00:00 AM,7/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,406,0.15,206,291.27,0.85,1127
7/31/2007 12:00:00 AM,7/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,1037,0.62,468,161.33,0.38,282
8/31/2007 12:00:00 AM,8/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,413,0.19,250,324.86,0.81,1083
8/31/2007 12:00:00 AM,8/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,413,0.19,250,324.86,0.81,1083
8/31/2007 12:00:00 AM,8/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,1052,0.62,479,170.53,0.38,297
8/31/2007 12:00:00 AM,8/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,435,0.73,126,68.1,0.27,48
8/31/2007 12:00:00 AM,8/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,318,0.74,398,444.34,0.26,138
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,421,0.22,255,352.56,0.78,923
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,421,0.22,255,352.56,0.78,923
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,326,0.46,276,453.97,0.54,321
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,1065,0.55,444,181.34,0.45,361
9/30/2007 12:00:00 AM,9/30/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,443,0.73,274,71.13,0.27,101
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.138348269,7.177489932,126,1,429,0.28,274,374.33,0.72,702
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,126,2007,2.862912043,0.128429727,126,1,429,0.28,274,374.33,0.72,702
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2007,7.436084017,8.985330923,125,1,336,0.3,297,475.92,0.7,708
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2007,7.504042548,5.833520335,127,1,1076,0.57,339,189.28,0.43,256
10/31/2007 12:00:00 AM,10/31/2013 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2007,0.269780618,5.606022768,119,1,454,0.81,350,73.65,0.19,81
